node,REGION_1,REGION_10,REGION_2,REGION_3,REGION_4,REGION_5,REGION_6,REGION_7,REGION_8,REGION_9
hCoV-19/USA/NY-WCMP11C03P/2020|EPI_ISL_427588|2020-03-16,0,0,1,0,0,0,0,0,0,0
n15751,0,0,1,0,0,0,0,0,0,0
hCoV-19/PuertoRico/CDC-S9/2020|EPI_ISL_434549|2020-03-23,0,0,0,0,0,0,0,0,0,0
n15828,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/NY-NYUMC27/2020|EPI_ISL_418973|2020-03-17,0,0,1,0,0,0,0,0,0,0
n15839,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/VA-DCLS-1167/2020|EPI_ISL_525194|2020-07-18,0,0,0,1,0,0,0,0,0,0
n15892,0,0,0,1,0,0,0,0,0,0
n15895,0,0,0,1,0,0,0,0,0,0
n15904,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/VA-DCLS-0358/2020|EPI_ISL_516687|2020-04-27,0,0,0,1,0,0,0,0,0,0
n15908,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/VA-DCLS-0361/2020|EPI_ISL_516690|2020-04-28,0,0,0,1,0,0,0,0,0,0
n15912,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/TX-HMH-2637/2020|EPI_ISL_545444|2020-06-04,0,0,0,0,0,0,1,0,0,0
n15984,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3124/2020|EPI_ISL_544010|2020-06-11,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3798/2020|EPI_ISL_543202|2020-06-12,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/NC-QDX-174/2020|EPI_ISL_494526|2020-04-27,0,0,0,0,1,0,0,0,0,0
n16000,0,0,0,0,0,0,1,0,0,0
n16045,0,0,1,0,0,0,0,0,0,0
n16069,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/IL-NM0101/2020|EPI_ISL_444587|2020-03-21,0,0,0,0,0,1,0,0,0,0
n16153,0,0,0,0,0,1,0,0,0,0
n16261,0,0,0,0,1,0,0,0,0,0
n16263,0,0,0,0,1,0,0,0,0,0
n16679,0,0,0,0,0,0,0,0,1,0
n16680,0,0,0,0,0,0,0,0,1,0
n16688,0,0,1,0,0,0,0,0,0,0
n16942,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/NY-SURV0988/2020|EPI_ISL_436080|2020-03-18,0,0,1,0,0,0,0,0,0,0
n16960,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/MI-MDHHS-SC20221/2020|EPI_ISL_447191|2020-03-15,0,0,0,0,0,1,0,0,0,0
n17049,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/PA-MGEL88/2020|EPI_ISL_454371|2020-04-02,0,0,0,1,0,0,0,0,0,0
n17555,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/TX-HMH-4791/2020|EPI_ISL_544334|2020-06-22,0,0,0,0,0,0,1,0,0,0
n19449,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/WI-UW-475/2020|EPI_ISL_484850|2020-06-09,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-469/2020|EPI_ISL_484844|2020-06-08,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/IL-UW-507/2020|EPI_ISL_484882|2020-05-30,0,0,0,0,0,1,0,0,0,0
n19879,0,0,0,0,0,1,0,0,0,0
n20047,0,1,0,0,0,0,0,0,0,0
n20049,0,1,0,0,0,0,0,0,0,0
n20225,1,0,0,0,0,0,0,0,0,0
n20226,1,0,0,0,0,0,0,0,0,0
n20394,1,0,0,0,0,0,0,0,0,0
n20397,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/MA-MGH-00428/2020|EPI_ISL_460333|2020-03-06,1,0,0,0,0,0,0,0,0,0
n20402,1,0,0,0,0,0,0,0,0,0
n20626,1,0,0,0,0,0,0,0,0,0
n20628,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/FL-BPHL-1541/2020|EPI_ISL_568639|2020-08-28,0,0,0,0,1,0,0,0,0,0
n20726,0,0,0,0,1,0,0,0,0,0
n20905,0,0,0,0,0,0,1,0,0,0
n20909,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/WA-UW57/2020|EPI_ISL_415622|2020-03-09,0,1,0,0,0,0,0,0,0,0
n21452,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/MN-MDH-141/2020|EPI_ISL_427280|2020-03-21,0,0,0,0,0,1,0,0,0,0
n21471,0,1,0,0,0,0,0,0,0,0
n21500,0,1,0,0,0,0,0,0,0,0
n21501,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S454/2020|EPI_ISL_434214|2020-03-31,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S527/2020|EPI_ISL_434287|2020-03-31,0,1,0,0,0,0,0,0,0,0
n21505,0,1,0,0,0,0,0,0,0,0
n21512,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S672/2020|EPI_ISL_449842|2020-04-08,0,1,0,0,0,0,0,0,0,0
n21537,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S304/2020|EPI_ISL_434064|2020-04-05,0,1,0,0,0,0,0,0,0,0
n21548,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S437/2020|EPI_ISL_434197|2020-03-31,0,1,0,0,0,0,0,0,0,0
n21564,0,1,0,0,0,0,0,0,0,0
n21662,0,1,0,0,0,0,0,0,0,0
n21665,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S420/2020|EPI_ISL_434180|2020-03-28,0,1,0,0,0,0,0,0,0,0
n21680,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/CA-CDPH001/2020|EPI_ISL_515894|2020-03-15,0,0,0,0,0,0,0,0,0,1
n21925,0,0,0,0,0,0,0,0,0,1
n21934,0,1,0,0,0,0,0,0,0,0
n21964,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S757/2020|EPI_ISL_449927|2020-04-13,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S813/2020|EPI_ISL_449983|2020-04-15,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/CA-CZB-1208/2020|EPI_ISL_450457|2020-03-21,0,0,0,0,0,0,0,0,0,1
n22032,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S448/2020|EPI_ISL_434208|2020-04-01,0,1,0,0,0,0,0,0,0,0
n358,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WI-UW-272/2020|EPI_ISL_436566|2020-03-27,0,0,0,0,0,1,0,0,0,0
n1137,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-274/2020|EPI_ISL_436568|2020-03-31,0,0,0,0,0,1,0,0,0,0
n1147,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-315/2020|EPI_ISL_436609|2020-04-17,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-286/2020|EPI_ISL_436580|2020-04-06,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/CT-UW-4244/2020|EPI_ISL_427163|2020-03-31,1,0,0,0,0,0,0,0,0,0
n1511,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/MA-UW-MAYO41/2020|EPI_ISL_500511|2020-03-17,1,0,0,0,0,0,0,0,0,0
n1613,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/TX-HMH-4758/2020|EPI_ISL_544309|2020-06-21,0,0,0,0,0,0,1,0,0,0
n1632,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-6808/2020|EPI_ISL_546258|2020-06-25,0,0,0,0,0,0,1,0,0,0
n1634,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4501/2020|EPI_ISL_543672|2020-06-19,0,0,0,0,0,0,1,0,0,0
n1639,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/MI-MDHHS-SC20802/2020|EPI_ISL_471823|2020-05-19,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MI-MDHHS-SC20878/2020|EPI_ISL_471899|2020-05-15,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MI-MDHHS-SC20502/2020|EPI_ISL_460040|2020-05-11,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MI-MDHHS-SC20801/2020|EPI_ISL_471822|2020-05-19,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/TX-HMH-548/2020|EPI_ISL_544805|2020-04-07,0,0,0,0,0,0,1,0,0,0
n1681,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/UT-03341/2020|EPI_ISL_498646|2020-04-22,0,0,0,0,0,0,0,0,1,0
n1774,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/TX-HMH-7951/2020|EPI_ISL_545734|2020-06-30,0,0,0,0,0,0,1,0,0,0
n2138,0,0,0,0,0,0,1,0,0,0
n2148,0,0,0,0,0,0,1,0,0,0
n2149,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/UT-UPHL-05578/2020|EPI_ISL_560892|2020-06-01,0,0,0,0,0,0,0,0,1,0
n2357,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/MI-MDHHS-SC20173/2020|EPI_ISL_436889|2020-03-17,0,0,0,0,0,1,0,0,0,0
n2361,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/CA-CZB-1985/2020|EPI_ISL_486252|2020-04-29,0,0,0,0,0,0,0,0,0,1
n2715,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/WA-S1798/2020|EPI_ISL_496224|2020-06-02,0,1,0,0,0,0,0,0,0,0
n3037,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1934/2020|EPI_ISL_497362|2020-06-03,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1967/2020|EPI_ISL_497395|2020-06-03,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2338/2020|EPI_ISL_496970|2020-06-11,0,1,0,0,0,0,0,0,0,0
n3054,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2665/2020|EPI_ISL_497297|2020-06-21,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1926/2020|EPI_ISL_497354|2020-06-03,0,1,0,0,0,0,0,0,0,0
n3205,0,1,0,0,0,0,0,0,0,0
n3207,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1856/2020|EPI_ISL_496282|2020-05-27,0,1,0,0,0,0,0,0,0,0
n3217,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1125/2020|EPI_ISL_463615|2020-05-04,0,1,0,0,0,0,0,0,0,0
n3237,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1761/2020|EPI_ISL_496187|2020-06-02,0,1,0,0,0,0,0,0,0,0
n3372,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2581/2020|EPI_ISL_497213|2020-06-18,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2582/2020|EPI_ISL_497214|2020-06-18,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2438/2020|EPI_ISL_497070|2020-06-16,0,1,0,0,0,0,0,0,0,0
n3415,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2408/2020|EPI_ISL_497040|2020-06-15,0,1,0,0,0,0,0,0,0,0
n3426,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2388/2020|EPI_ISL_497020|2020-06-14,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2209/2020|EPI_ISL_497637|2020-06-08,0,1,0,0,0,0,0,0,0,0
n3441,0,1,0,0,0,0,0,0,0,0
n3449,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1411/2020|EPI_ISL_495861|2020-05-19,0,1,0,0,0,0,0,0,0,0
n3451,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2127/2020|EPI_ISL_497555|2020-06-07,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2146/2020|EPI_ISL_497574|2020-06-08,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S1993/2020|EPI_ISL_497421|2020-06-04,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2380/2020|EPI_ISL_497012|2020-06-12,0,1,0,0,0,0,0,0,0,0
n3490,0,1,0,0,0,0,0,0,0,0
n3493,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2323/2020|EPI_ISL_496955|2020-06-11,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2356/2020|EPI_ISL_496988|2020-06-11,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2537/2020|EPI_ISL_497169|2020-06-15,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2378/2020|EPI_ISL_497010|2020-06-12,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2483/2020|EPI_ISL_497115|2020-06-15,0,1,0,0,0,0,0,0,0,0
n3551,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WI-UW-1327/2020|EPI_ISL_536698|2020-08-27,0,0,0,0,0,1,0,0,0,0
n3969,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/TX-HMH-3070/2020|EPI_ISL_543974|2020-05-31,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-2991/2020|EPI_ISL_543915|2020-05-31,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-2361/2020|EPI_ISL_545264|2020-05-31,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3175/2020|EPI_ISL_544050|2020-06-11,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1110/2020|EPI_ISL_542536|2020-04-22,0,0,0,0,0,0,1,0,0,0
n4202,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1377/2020|EPI_ISL_542683|2020-05-01,0,0,0,0,0,0,1,0,0,0
n4230,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4395/2020|EPI_ISL_543585|2020-06-17,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1306/2020|EPI_ISL_542641|2020-04-25,0,0,0,0,0,0,1,0,0,0
n4238,0,0,0,0,0,0,1,0,0,0
n4239,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1435/2020|EPI_ISL_542722|2020-05-02,0,0,0,0,0,0,1,0,0,0
n4251,0,0,0,0,0,0,1,0,0,0
n4264,0,0,0,0,0,0,0,1,0,0
n4269,0,0,0,0,0,0,0,1,0,0
hCoV-19/USA/FL-BPHL-0675/2020|EPI_ISL_509733|2020-03-15,0,0,0,0,1,0,0,0,0,0
n4301,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/WA-S1208/2020|EPI_ISL_463698|2020-05-07,0,1,0,0,0,0,0,0,0,0
n4424,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-2470/2020|EPI_ISL_513874|2020-05-19,0,0,0,0,0,0,0,0,0,1
n4630,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/FL-BPHL-1358/2020|EPI_ISL_541295|2020-07-17,0,0,0,0,1,0,0,0,0,0
n4756,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/TX-HMH-4042/2020|EPI_ISL_543320|2020-06-17,0,0,0,0,0,0,1,0,0,0
n4822,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3555/2020|EPI_ISL_543017|2020-06-14,0,0,0,0,0,0,1,0,0,0
n4829,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CA-CZB-4066/2020|EPI_ISL_548594|2020-08-05,0,0,0,0,0,0,0,0,0,1
n4855,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-UCLA-23/2020|EPI_ISL_537535|2020-05-21,0,0,0,0,0,0,0,0,0,1
n4860,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-3362/2020|EPI_ISL_548274|2020-07-15,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-UCLA-26/2020|EPI_ISL_537557|2020-05-23,0,0,0,0,0,0,0,0,0,1
n4865,1,0,0,0,0,0,0,0,0,0
n4977,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/TX-HMH-6670/2020|EPI_ISL_546160|2020-06-24,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-6070/2020|EPI_ISL_547211|2020-07-05,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4702/2020|EPI_ISL_544270|2020-06-22,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-7649/2020|EPI_ISL_546912|2020-06-26,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3359/2020|EPI_ISL_544144|2020-06-13,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3366/2020|EPI_ISL_544150|2020-06-12,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-6370/2020|EPI_ISL_547424|2020-07-07,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-6315/2020|EPI_ISL_547384|2020-07-04,0,0,0,0,0,0,1,0,0,0
n5096,0,0,0,0,0,0,1,0,0,0
n5097,0,0,0,0,0,0,1,0,0,0
n5115,0,0,0,0,0,0,1,0,0,0
n5120,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-6332/2020|EPI_ISL_547396|2020-07-04,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3805/2020|EPI_ISL_543209|2020-06-15,0,0,0,0,0,0,1,0,0,0
n5162,0,0,0,0,0,0,1,0,0,0
n5164,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-2512/2020|EPI_ISL_545348|2020-06-03,0,0,0,0,0,0,1,0,0,0
n5172,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-7998/2020|EPI_ISL_545778|2020-06-29,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-8009/2020|EPI_ISL_545787|2020-07-01,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4465/2020|EPI_ISL_543642|2020-06-17,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-2692/2020|EPI_ISL_545480|2020-06-05,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-3193/2020|EPI_ISL_544066|2020-06-13,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-7240/2020|EPI_ISL_546621|2020-06-29,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CA-CZB-1803/2020|EPI_ISL_486132|2020-04-16,0,0,0,0,0,0,0,0,0,1
n5212,0,0,0,0,0,0,0,0,0,1
n5246,0,0,0,0,0,0,1,0,0,0
n5484,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/CA-CZB-3916/2020|EPI_ISL_548528|2020-07-24,0,0,0,0,0,0,0,0,0,1
n5667,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MN-MDH-1543/2020|EPI_ISL_527608|2020-08-03,0,0,0,0,0,1,0,0,0,0
n5803,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/CA-ALSR-1952/2020|EPI_ISL_512257|2020-06-25,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1957/2020|EPI_ISL_512261|2020-06-26,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1926/2020|EPI_ISL_512237|2020-07-08,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1954/2020|EPI_ISL_512259|2020-06-25,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/WA-UW-8803/2020|EPI_ISL_501156|2020-05-06,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-UW-8686/2020|EPI_ISL_501155|2020-05-06,0,1,0,0,0,0,0,0,0,0
n5961,0,1,0,0,0,0,0,0,0,0
n5962,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-UW-9368/2020|EPI_ISL_501160|2020-05-16,0,1,0,0,0,0,0,0,0,0
n5972,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2801/2020|EPI_ISL_530158|2020-08-24,0,1,0,0,0,0,0,0,0,0
n6019,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/CA-SR0353/2020|EPI_ISL_458239|2020-04-08,0,0,0,0,0,0,0,0,0,1
n6091,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-0678-IPL/2020|EPI_ISL_483295|2020-04-29,0,0,0,0,0,0,0,0,0,1
n6239,0,0,0,0,0,0,0,0,0,1
n6295,0,0,0,0,0,0,0,0,0,1
n6302,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CA-CZB-3719/2020|EPI_ISL_548470|2020-08-01,0,0,0,0,0,0,0,0,0,1
n6493,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-3622/2020|EPI_ISL_548340|2020-07-28,0,0,0,0,0,0,0,0,0,1
n6496,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1517/2020|EPI_ISL_494639|2020-05-04,0,0,0,0,0,0,0,0,0,1
n6550,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1612/2020|EPI_ISL_494686|2020-05-20,0,0,0,0,0,0,0,0,0,1
n6596,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/WA-OHSU-1333/2020|EPI_ISL_509185|2020-07-15,0,1,0,0,0,0,0,0,0,0
n6783,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WI-UW-765/2020|EPI_ISL_495470|2020-07-05,0,0,0,0,0,1,0,0,0,0
n6960,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-972/2020|EPI_ISL_509970|2020-07-06,0,0,0,0,0,1,0,0,0,0
n7041,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/FL-BPHL-0706/2020|EPI_ISL_509764|2020-03-27,0,0,0,0,1,0,0,0,0,0
n7205,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/MI-MDHHS-SC20534/2020|EPI_ISL_460582|2020-05-14,0,0,0,0,0,1,0,0,0,0
n7349,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/NY-NYUMC110/2020|EPI_ISL_421722|2020-03-18,0,0,1,0,0,0,0,0,0,0
n7787,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/CA-CZB-1434/2020|EPI_ISL_468404|2020-03-25,0,0,0,0,0,0,0,0,0,1
n10194,0,0,0,1,0,0,0,0,0,0
n10577,0,0,0,0,0,0,1,0,0,0
n10626,0,0,0,0,0,0,1,0,0,0
n10755,0,0,0,0,0,0,1,0,0,0
n10756,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/LA-SR0159/2020|EPI_ISL_435462|2020-04-02,0,0,0,0,0,0,1,0,0,0
n10771,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/OR-OHSU-1595/2020|EPI_ISL_526551|2020-07-21,0,1,0,0,0,0,0,0,0,0
n10778,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/LA-BIE-036/2020|EPI_ISL_463284|2020-04-03,0,0,0,0,0,0,1,0,0,0
n10781,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/AZ-TG269439/2020|EPI_ISL_426524|2020-03-20,0,0,0,0,0,0,0,0,0,1
n10791,0,0,0,0,0,0,1,0,0,0
n11081,0,0,0,0,0,0,0,0,0,1
n11082,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1497/2020|EPI_ISL_494622|2020-04-01,0,0,0,0,0,0,0,0,0,1
n11085,0,0,0,0,0,0,0,0,0,1
n11093,0,0,0,0,0,0,1,0,0,0
n11303,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/LA-BIE-071/2020|EPI_ISL_436939|2020-04-06,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/LA-BIE-023/2020|EPI_ISL_468713|2020-04-06,0,0,0,0,0,0,1,0,0,0
n11313,0,0,0,0,0,0,0,0,1,0
n11319,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-028/2020|EPI_ISL_417971|2020-03-19,0,0,0,0,0,0,0,0,1,0
n11321,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/CA-ALSR-1658/2020|EPI_ISL_494720|2020-04-01,0,0,0,0,0,0,0,0,0,1
n11337,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1663/2020|EPI_ISL_494724|2020-04-02,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1684/2020|EPI_ISL_494742|2020-04-01,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/LA-ALSR-0165-NBG/2020|EPI_ISL_529164|2020-04-08,0,0,0,0,0,0,1,0,0,0
n11350,0,0,0,0,0,0,1,0,0,0
n11352,0,0,0,0,0,0,1,0,0,0
n11368,0,0,0,0,0,0,1,0,0,0
n11379,0,0,0,0,0,0,1,0,0,0
n11380,0,0,0,0,0,0,1,0,0,0
n11385,0,0,0,0,0,0,1,0,0,0
n11391,0,0,0,0,0,0,1,0,0,0
n11675,0,0,0,0,0,0,1,0,0,0
n11992,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/LA-CDC-1918/2020|EPI_ISL_535344|2020-05-07,0,0,0,0,0,0,1,0,0,0
n12003,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/LA_0842/2020|EPI_ISL_424868|2020-03-09,0,0,0,0,0,0,1,0,0,0
n12055,0,0,0,0,0,1,0,0,0,0
n12185,0,0,0,1,0,0,0,0,0,0
n12190,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/FL-BPHL-0707/2020|EPI_ISL_509765|2020-03-30,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/FL-BPHL-0708/2020|EPI_ISL_509766|2020-03-30,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/FL-UF5/2020|EPI_ISL_447589|2020-03-27,0,0,0,0,1,0,0,0,0,0
n12195,0,0,0,0,1,0,0,0,0,0
n12206,0,1,0,0,0,0,0,0,0,0
n12217,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/CA-CZB06/2020|EPI_ISL_417932|2020-03-18,0,0,0,0,0,0,0,0,0,1
n12220,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-0247/2020|EPI_ISL_509081|2020-04-06,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-073/2020|EPI_ISL_482348|2020-04-16,0,1,0,0,0,0,0,0,0,0
n12225,0,0,0,0,0,0,0,0,1,0
n12284,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/WA-S2658/2020|EPI_ISL_497290|2020-06-21,0,1,0,0,0,0,0,0,0,0
n12472,0,1,0,0,0,0,0,0,0,0
n12474,0,1,0,0,0,0,0,0,0,0
n12479,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S2530/2020|EPI_ISL_497162|2020-06-16,0,1,0,0,0,0,0,0,0,0
n12485,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/CA-CZB-1137/2020|EPI_ISL_447888|2020-03-25,0,0,0,0,0,0,0,0,0,1
n12504,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1653/2020|EPI_ISL_494717|2020-04-01,0,0,0,0,0,0,0,0,0,1
